Index,anomaly_status,
04/07/14 04:50,TRUE,0
04/07/14 05:50,FALSE,0
04/07/14 06:50,FALSE,0
04/07/14 07:50,FALSE,0
04/07/14 08:50,FALSE,0
04/07/14 09:50,FALSE,0
04/07/14 10:50,FALSE,0
04/07/14 11:50,FALSE,0
04/07/14 12:50,FALSE,0
04/07/14 13:50,FALSE,0
04/07/14 14:50,FALSE,0
04/07/14 15:50,FALSE,0
04/07/14 16:50,FALSE,0
04/07/14 17:50,FALSE,0
04/07/14 18:50,FALSE,0
04/07/14 19:50,FALSE,0
04/07/14 20:50,FALSE,0
04/07/14 21:50,FALSE,0
04/07/14 22:50,FALSE,0
04/07/14 23:50,FALSE,0
05/07/14 00:50,FALSE,0
05/07/14 01:50,FALSE,0
05/07/14 02:50,FALSE,0
05/07/14 03:50,FALSE,0
05/07/14 04:50,TRUE,0
05/07/14 05:50,FALSE,0
05/07/14 06:50,FALSE,0
05/07/14 07:50,FALSE,0
05/07/14 08:50,FALSE,0
05/07/14 09:50,FALSE,0
05/07/14 10:50,FALSE,0
05/07/14 11:50,FALSE,0
05/07/14 12:50,FALSE,0
05/07/14 13:50,FALSE,0
05/07/14 14:50,FALSE,0
05/07/14 15:50,FALSE,0
05/07/14 16:50,FALSE,0
05/07/14 17:50,FALSE,0
05/07/14 18:50,FALSE,0
05/07/14 19:50,FALSE,0
05/07/14 20:50,FALSE,0
05/07/14 21:50,FALSE,0
05/07/14 22:50,FALSE,0
05/07/14 23:50,FALSE,0
06/07/14 00:50,FALSE,0
06/07/14 01:50,FALSE,0
06/07/14 02:50,FALSE,0
06/07/14 03:50,FALSE,0
06/07/14 04:50,FALSE,0
06/07/14 05:50,FALSE,0
06/07/14 06:50,FALSE,0
06/07/14 07:50,FALSE,0
06/07/14 08:50,FALSE,0
06/07/14 09:50,FALSE,0
06/07/14 10:50,FALSE,0
06/07/14 11:50,FALSE,0
06/07/14 12:50,FALSE,0
06/07/14 13:50,FALSE,0
06/07/14 14:50,FALSE,0
06/07/14 15:50,FALSE,0
06/07/14 16:50,FALSE,0
06/07/14 17:50,FALSE,0
06/07/14 18:50,FALSE,0
06/07/14 19:50,FALSE,0
06/07/14 20:50,FALSE,0
06/07/14 21:50,FALSE,0
06/07/14 22:50,FALSE,0
06/07/14 23:50,TRUE,0
07/07/14 00:50,FALSE,0
07/07/14 01:50,FALSE,0
07/07/14 02:50,FALSE,0
07/07/14 03:50,FALSE,0
07/07/14 04:50,FALSE,0
07/07/14 05:50,FALSE,0
07/07/14 06:50,FALSE,0
07/07/14 07:50,FALSE,0
07/07/14 08:50,FALSE,0
07/07/14 09:50,FALSE,0
07/07/14 10:50,FALSE,0
07/07/14 11:50,FALSE,0
07/07/14 12:50,FALSE,0
07/07/14 13:50,FALSE,0
07/07/14 14:50,FALSE,0
07/07/14 15:50,FALSE,0
07/07/14 16:50,FALSE,0
07/07/14 17:50,FALSE,0
07/07/14 18:50,FALSE,0
07/07/14 19:50,FALSE,0
07/07/14 20:50,FALSE,0
07/07/14 21:50,FALSE,0
07/07/14 22:50,FALSE,0
07/07/14 23:50,FALSE,0
08/07/14 00:50,FALSE,0
08/07/14 01:50,FALSE,0
08/07/14 02:50,FALSE,0
08/07/14 03:50,FALSE,0
08/07/14 04:50,FALSE,0
08/07/14 05:50,FALSE,0
08/07/14 06:50,FALSE,0
08/07/14 07:50,FALSE,0
08/07/14 08:50,FALSE,0
08/07/14 09:50,FALSE,0
08/07/14 10:50,FALSE,0
08/07/14 11:50,FALSE,0
08/07/14 12:50,FALSE,0
08/07/14 13:50,FALSE,0
08/07/14 14:50,FALSE,0
08/07/14 15:50,FALSE,0
08/07/14 16:50,FALSE,0
08/07/14 17:50,FALSE,0
08/07/14 18:50,FALSE,0
08/07/14 19:50,FALSE,0
08/07/14 20:50,FALSE,0
08/07/14 21:50,FALSE,0
08/07/14 22:50,FALSE,0
08/07/14 23:50,FALSE,0
09/07/14 00:50,FALSE,0
09/07/14 01:50,FALSE,0
09/07/14 02:50,FALSE,0
09/07/14 03:50,FALSE,0
09/07/14 04:50,FALSE,0
09/07/14 05:50,FALSE,0
09/07/14 06:50,FALSE,0
09/07/14 07:50,FALSE,0
09/07/14 08:50,FALSE,0
09/07/14 09:50,FALSE,0
09/07/14 10:50,FALSE,0
09/07/14 11:50,FALSE,0
09/07/14 12:50,FALSE,0
09/07/14 13:50,FALSE,0
09/07/14 14:50,FALSE,0
09/07/14 15:50,FALSE,0
09/07/14 16:50,FALSE,0
09/07/14 17:50,FALSE,0
09/07/14 18:50,FALSE,0
09/07/14 19:50,FALSE,0
09/07/14 20:50,FALSE,0
09/07/14 21:50,FALSE,0
09/07/14 22:50,FALSE,0
09/07/14 23:50,FALSE,0
10/07/14 00:50,FALSE,0
10/07/14 01:50,FALSE,0
10/07/14 02:50,FALSE,0
10/07/14 03:50,FALSE,0
10/07/14 04:50,FALSE,0
10/07/14 05:50,FALSE,0
10/07/14 06:50,FALSE,0
10/07/14 07:50,FALSE,0
10/07/14 08:50,FALSE,0
10/07/14 09:50,FALSE,0
10/07/14 10:50,FALSE,0
10/07/14 11:50,FALSE,0
10/07/14 12:50,FALSE,0
10/07/14 13:50,FALSE,0
10/07/14 14:50,FALSE,0
10/07/14 15:50,FALSE,0
10/07/14 16:50,FALSE,0
10/07/14 17:50,FALSE,0
10/07/14 18:50,FALSE,0
10/07/14 19:50,FALSE,0
10/07/14 20:50,FALSE,0
10/07/14 21:50,FALSE,0
10/07/14 22:50,FALSE,0
10/07/14 23:50,FALSE,0
11/07/14 00:50,FALSE,0
11/07/14 01:50,FALSE,0
11/07/14 02:50,FALSE,0
11/07/14 03:50,FALSE,0
11/07/14 04:50,FALSE,0
11/07/14 05:50,FALSE,0
11/07/14 06:50,FALSE,0
11/07/14 07:50,FALSE,0
11/07/14 08:50,FALSE,0
11/07/14 09:50,FALSE,0
11/07/14 10:50,FALSE,0
11/07/14 11:50,FALSE,0
11/07/14 12:50,FALSE,0
11/07/14 13:50,FALSE,0
11/07/14 14:50,FALSE,0
11/07/14 15:50,FALSE,0
11/07/14 16:50,FALSE,0
11/07/14 17:50,FALSE,0
11/07/14 18:50,FALSE,0
11/07/14 19:50,FALSE,0
11/07/14 20:50,FALSE,0
11/07/14 21:50,FALSE,0
11/07/14 22:50,TRUE,0
11/07/14 23:50,FALSE,0
12/07/14 00:50,FALSE,0
12/07/14 01:50,FALSE,0
12/07/14 02:50,FALSE,0
12/07/14 03:50,FALSE,0
12/07/14 04:50,FALSE,0
12/07/14 05:50,FALSE,0
12/07/14 06:50,FALSE,0
12/07/14 07:50,FALSE,0
12/07/14 08:50,FALSE,0
12/07/14 09:50,FALSE,0
12/07/14 10:50,FALSE,0
12/07/14 11:50,FALSE,0
12/07/14 12:50,FALSE,0
12/07/14 13:50,FALSE,0
12/07/14 14:50,FALSE,0
12/07/14 15:50,FALSE,0
12/07/14 16:50,FALSE,0
12/07/14 17:50,FALSE,0
12/07/14 18:50,FALSE,0
12/07/14 19:50,FALSE,0
12/07/14 20:50,FALSE,0
12/07/14 21:50,FALSE,0
12/07/14 22:50,FALSE,0
12/07/14 23:50,FALSE,0
13/07/14 00:50,FALSE,0
13/07/14 01:50,FALSE,0
13/07/14 02:50,FALSE,0
13/07/14 03:50,FALSE,0
13/07/14 04:50,FALSE,0
13/07/14 05:50,FALSE,0
13/07/14 06:50,FALSE,0
13/07/14 07:50,FALSE,0
13/07/14 08:50,FALSE,0
13/07/14 09:50,FALSE,0
13/07/14 10:50,FALSE,0
13/07/14 11:50,FALSE,0
13/07/14 12:50,FALSE,0
13/07/14 13:50,FALSE,0
13/07/14 14:50,FALSE,0
13/07/14 15:50,FALSE,0
13/07/14 16:50,FALSE,0
13/07/14 17:50,FALSE,0
13/07/14 18:50,FALSE,0
13/07/14 19:50,FALSE,0
13/07/14 20:50,FALSE,0
13/07/14 21:50,FALSE,0
13/07/14 22:50,FALSE,0
13/07/14 23:50,FALSE,0
14/07/14 00:50,FALSE,0
14/07/14 01:50,FALSE,0
14/07/14 02:50,FALSE,0
14/07/14 03:50,FALSE,0
14/07/14 04:50,FALSE,0
14/07/14 05:50,FALSE,0
14/07/14 06:50,FALSE,0
14/07/14 07:50,FALSE,0
14/07/14 08:50,FALSE,0
14/07/14 09:50,TRUE,0
14/07/14 10:50,FALSE,0
14/07/14 11:50,FALSE,0
14/07/14 12:50,FALSE,0
14/07/14 13:50,FALSE,0
14/07/14 14:50,FALSE,0
14/07/14 15:50,FALSE,0
14/07/14 16:50,FALSE,0
14/07/14 17:50,FALSE,0
14/07/14 18:50,FALSE,0
14/07/14 19:50,FALSE,0
14/07/14 20:50,FALSE,0
14/07/14 21:50,FALSE,0
14/07/14 22:50,FALSE,0
14/07/14 23:50,FALSE,0
15/07/14 00:50,FALSE,0
15/07/14 01:50,FALSE,0
15/07/14 02:50,FALSE,0
15/07/14 03:50,FALSE,0
15/07/14 04:50,FALSE,0
15/07/14 05:50,FALSE,0
15/07/14 06:50,FALSE,0
15/07/14 07:50,FALSE,0
15/07/14 08:50,FALSE,0
15/07/14 09:50,FALSE,0
15/07/14 10:50,FALSE,0
15/07/14 11:50,FALSE,0
15/07/14 12:50,FALSE,0
15/07/14 13:50,FALSE,0
15/07/14 14:50,FALSE,0
15/07/14 15:50,FALSE,0
15/07/14 16:50,FALSE,0
15/07/14 17:50,FALSE,0
15/07/14 18:50,FALSE,0
15/07/14 19:50,FALSE,0
15/07/14 20:50,FALSE,0
15/07/14 21:50,FALSE,0
15/07/14 22:50,FALSE,0
15/07/14 23:50,FALSE,0
16/07/14 00:50,FALSE,0
16/07/14 01:50,FALSE,0
16/07/14 02:50,FALSE,0
16/07/14 03:50,FALSE,0
16/07/14 04:50,FALSE,0
16/07/14 05:50,FALSE,0
16/07/14 06:50,FALSE,0
16/07/14 07:50,FALSE,0
16/07/14 08:50,FALSE,0
16/07/14 09:50,FALSE,0
16/07/14 10:50,FALSE,0
16/07/14 11:50,FALSE,0
16/07/14 12:50,FALSE,0
16/07/14 13:50,FALSE,0
16/07/14 14:50,FALSE,0
16/07/14 15:50,FALSE,0
16/07/14 16:50,FALSE,0
16/07/14 17:50,FALSE,0
16/07/14 18:50,FALSE,0
16/07/14 19:50,FALSE,0
16/07/14 20:50,FALSE,0
16/07/14 21:50,FALSE,0
16/07/14 22:50,FALSE,0
16/07/14 23:50,FALSE,0
17/07/14 00:50,FALSE,0
17/07/14 01:50,FALSE,0
17/07/14 02:50,FALSE,0
17/07/14 03:50,FALSE,0
17/07/14 04:50,FALSE,0
17/07/14 05:50,FALSE,0
17/07/14 06:50,FALSE,0
17/07/14 07:50,FALSE,0
17/07/14 08:50,FALSE,0
17/07/14 09:50,FALSE,0
17/07/14 10:50,FALSE,0
17/07/14 11:50,FALSE,0
17/07/14 12:50,FALSE,0
17/07/14 13:50,FALSE,0
17/07/14 14:50,TRUE,0
17/07/14 15:50,FALSE,0
17/07/14 16:50,FALSE,0
17/07/14 17:50,FALSE,0
17/07/14 18:50,FALSE,0
17/07/14 19:50,FALSE,0
17/07/14 20:50,FALSE,0
17/07/14 21:50,FALSE,0
17/07/14 22:50,FALSE,0
17/07/14 23:50,FALSE,0
18/07/14 00:50,FALSE,0
18/07/14 01:50,FALSE,0
18/07/14 02:50,FALSE,0
18/07/14 03:50,FALSE,0
18/07/14 04:50,FALSE,0
18/07/14 05:50,FALSE,0
18/07/14 06:50,FALSE,0
18/07/14 07:50,FALSE,0
18/07/14 08:50,FALSE,0
18/07/14 09:50,TRUE,0
18/07/14 10:50,FALSE,0
18/07/14 11:50,FALSE,0
18/07/14 12:50,FALSE,0
18/07/14 13:50,FALSE,0
18/07/14 14:50,FALSE,0
18/07/14 15:50,FALSE,0
18/07/14 16:50,FALSE,0
18/07/14 17:50,FALSE,0
18/07/14 18:50,FALSE,0
18/07/14 19:50,FALSE,0
18/07/14 20:50,FALSE,0
18/07/14 21:50,FALSE,0
18/07/14 22:50,FALSE,0
18/07/14 23:50,FALSE,0
19/07/14 00:50,FALSE,0
19/07/14 01:50,FALSE,0
19/07/14 02:50,FALSE,0
19/07/14 03:50,FALSE,0
19/07/14 04:50,FALSE,0
19/07/14 05:50,FALSE,0
19/07/14 06:50,FALSE,0
19/07/14 07:50,FALSE,0
19/07/14 08:50,FALSE,0
19/07/14 09:50,FALSE,0
19/07/14 10:50,FALSE,0
19/07/14 11:50,FALSE,0
19/07/14 12:50,FALSE,0
19/07/14 13:50,FALSE,0
19/07/14 14:50,FALSE,0
19/07/14 15:50,FALSE,0
19/07/14 16:50,FALSE,0
19/07/14 17:50,FALSE,0
19/07/14 18:50,FALSE,0
19/07/14 19:50,TRUE,0
19/07/14 20:50,FALSE,0
19/07/14 21:50,TRUE,0
19/07/14 22:50,FALSE,0
19/07/14 23:50,FALSE,0
20/07/14 00:50,TRUE,0
20/07/14 01:50,FALSE,0
20/07/14 02:50,FALSE,0
20/07/14 03:50,FALSE,0
20/07/14 04:50,FALSE,0
20/07/14 05:50,FALSE,0
20/07/14 06:50,FALSE,0
20/07/14 07:50,FALSE,0
20/07/14 08:50,TRUE,0
20/07/14 09:50,TRUE,0
20/07/14 10:50,FALSE,0
20/07/14 11:50,FALSE,0
20/07/14 12:50,FALSE,0
20/07/14 13:50,FALSE,0
20/07/14 14:50,TRUE,0
20/07/14 15:50,FALSE,0
20/07/14 16:50,FALSE,0
20/07/14 17:50,TRUE,0
20/07/14 18:50,FALSE,0
20/07/14 19:50,FALSE,0
20/07/14 20:50,FALSE,0
20/07/14 21:50,FALSE,0
20/07/14 22:50,FALSE,0
20/07/14 23:50,FALSE,0
21/07/14 00:50,FALSE,0
21/07/14 01:50,FALSE,0
21/07/14 02:50,FALSE,0
21/07/14 03:50,FALSE,0
21/07/14 04:50,FALSE,0
21/07/14 05:50,FALSE,0
21/07/14 06:50,FALSE,0
21/07/14 07:50,FALSE,0
21/07/14 08:50,FALSE,0
21/07/14 09:50,FALSE,0
21/07/14 10:50,FALSE,0
21/07/14 11:50,FALSE,0
21/07/14 12:50,FALSE,0
21/07/14 13:50,FALSE,0
21/07/14 14:50,FALSE,0
21/07/14 15:50,FALSE,0
21/07/14 16:50,FALSE,0
21/07/14 17:50,FALSE,0
21/07/14 18:50,FALSE,0
21/07/14 19:50,FALSE,0
21/07/14 20:50,FALSE,0
21/07/14 21:50,FALSE,0
21/07/14 22:50,FALSE,0
21/07/14 23:50,FALSE,0
22/07/14 00:50,FALSE,0
22/07/14 01:50,FALSE,0
22/07/14 02:50,FALSE,0
22/07/14 03:50,FALSE,0
22/07/14 04:50,FALSE,0
22/07/14 05:50,FALSE,0
22/07/14 06:50,FALSE,0
22/07/14 07:50,FALSE,0
22/07/14 08:50,TRUE,0
22/07/14 09:50,FALSE,0
22/07/14 10:50,FALSE,0
22/07/14 11:50,FALSE,0
22/07/14 12:50,FALSE,0
22/07/14 13:50,FALSE,0
22/07/14 14:50,FALSE,0
22/07/14 15:50,FALSE,0
22/07/14 16:50,FALSE,0
22/07/14 17:50,FALSE,0
22/07/14 18:50,FALSE,0
22/07/14 19:50,FALSE,0
22/07/14 20:50,FALSE,0
22/07/14 21:50,FALSE,0
22/07/14 22:50,FALSE,0
22/07/14 23:50,FALSE,0
23/07/14 00:50,FALSE,0
23/07/14 01:50,FALSE,0
23/07/14 02:50,FALSE,0
23/07/14 03:50,FALSE,0
23/07/14 04:50,FALSE,0
23/07/14 05:50,FALSE,0
23/07/14 06:50,FALSE,0
23/07/14 07:50,FALSE,0
23/07/14 08:50,FALSE,0
23/07/14 09:50,FALSE,0
23/07/14 10:50,FALSE,0
23/07/14 11:50,FALSE,0
23/07/14 12:50,FALSE,0
23/07/14 13:50,FALSE,0
23/07/14 14:50,FALSE,0
23/07/14 15:50,FALSE,0
23/07/14 16:50,FALSE,0
23/07/14 17:50,FALSE,0
23/07/14 18:50,FALSE,0
23/07/14 19:50,FALSE,0
23/07/14 20:50,FALSE,0
23/07/14 21:50,FALSE,0
23/07/14 22:50,FALSE,0
23/07/14 23:50,FALSE,0
24/07/14 00:50,FALSE,0
24/07/14 01:50,FALSE,0
24/07/14 02:50,FALSE,0
24/07/14 03:50,FALSE,0
24/07/14 04:50,FALSE,0
24/07/14 05:50,FALSE,0
24/07/14 06:50,FALSE,0
24/07/14 07:50,TRUE,0
24/07/14 08:50,FALSE,0
24/07/14 09:50,FALSE,0
24/07/14 10:50,FALSE,0
24/07/14 11:50,FALSE,0
24/07/14 12:50,FALSE,0
24/07/14 13:50,FALSE,0
24/07/14 14:50,FALSE,0
24/07/14 15:50,FALSE,0
24/07/14 16:50,FALSE,0
24/07/14 17:50,FALSE,0
24/07/14 18:50,FALSE,0
24/07/14 19:50,FALSE,0
24/07/14 20:50,FALSE,0
24/07/14 21:50,FALSE,0
24/07/14 22:50,FALSE,0
24/07/14 23:50,FALSE,0
25/07/14 00:50,FALSE,0
25/07/14 01:50,FALSE,0
25/07/14 02:50,FALSE,0
25/07/14 03:50,FALSE,0
25/07/14 04:50,FALSE,0
25/07/14 05:50,FALSE,0
25/07/14 06:50,FALSE,0
25/07/14 07:50,FALSE,0
25/07/14 08:50,FALSE,0
25/07/14 09:50,FALSE,0
25/07/14 10:50,FALSE,0
25/07/14 11:50,FALSE,0
25/07/14 12:50,FALSE,0
25/07/14 13:50,FALSE,0
25/07/14 14:50,FALSE,0
25/07/14 15:50,FALSE,0
25/07/14 16:50,FALSE,0
25/07/14 17:50,FALSE,0
25/07/14 18:50,FALSE,0
25/07/14 19:50,FALSE,0
25/07/14 20:50,FALSE,0
25/07/14 21:50,FALSE,0
25/07/14 22:50,FALSE,0
25/07/14 23:50,FALSE,0
26/07/14 00:50,FALSE,0
26/07/14 01:50,FALSE,0
26/07/14 02:50,FALSE,0
26/07/14 03:50,FALSE,0
26/07/14 04:50,FALSE,0
26/07/14 05:50,FALSE,0
26/07/14 06:50,FALSE,0
26/07/14 07:50,FALSE,0
26/07/14 08:50,FALSE,0
26/07/14 09:50,FALSE,0
26/07/14 10:50,FALSE,0
26/07/14 11:50,FALSE,0
26/07/14 12:50,FALSE,0
26/07/14 13:50,FALSE,0
26/07/14 14:50,FALSE,0
26/07/14 15:50,FALSE,0
26/07/14 16:50,FALSE,0
26/07/14 17:50,FALSE,0
26/07/14 18:50,FALSE,0
26/07/14 19:50,FALSE,0
26/07/14 20:50,FALSE,0
26/07/14 21:50,FALSE,0
26/07/14 22:50,FALSE,0
26/07/14 23:50,FALSE,0
27/07/14 00:50,FALSE,0
27/07/14 01:50,FALSE,0
27/07/14 02:50,FALSE,0
27/07/14 03:50,FALSE,0
27/07/14 04:50,FALSE,0
27/07/14 05:50,FALSE,0
27/07/14 06:50,FALSE,0
27/07/14 07:50,FALSE,0
27/07/14 08:50,FALSE,0
27/07/14 09:50,FALSE,0
27/07/14 10:50,FALSE,0
27/07/14 11:50,FALSE,0
27/07/14 12:50,FALSE,0
27/07/14 13:50,FALSE,0
27/07/14 14:50,FALSE,0
27/07/14 15:50,FALSE,0
27/07/14 16:50,FALSE,0
27/07/14 17:50,FALSE,0
27/07/14 18:50,FALSE,0
27/07/14 19:50,FALSE,0
27/07/14 20:50,FALSE,0
27/07/14 21:50,FALSE,0
27/07/14 22:50,TRUE,0
27/07/14 23:50,FALSE,0
28/07/14 00:50,TRUE,0
28/07/14 01:50,FALSE,0
28/07/14 02:50,TRUE,0
28/07/14 03:50,FALSE,0
28/07/14 04:50,FALSE,0
28/07/14 05:50,FALSE,0
28/07/14 06:50,FALSE,0
28/07/14 07:50,FALSE,0
28/07/14 08:50,FALSE,0
28/07/14 09:50,FALSE,0
28/07/14 10:50,FALSE,0
28/07/14 11:50,FALSE,0
28/07/14 12:50,FALSE,0
28/07/14 13:50,FALSE,0
28/07/14 14:50,FALSE,0
28/07/14 15:50,FALSE,0
28/07/14 16:50,FALSE,0
28/07/14 17:50,FALSE,0
28/07/14 18:50,FALSE,0
28/07/14 19:50,FALSE,0
28/07/14 20:50,FALSE,0
28/07/14 21:50,FALSE,0
28/07/14 22:50,FALSE,0
28/07/14 23:50,FALSE,0
29/07/14 00:50,FALSE,0
29/07/14 01:50,FALSE,0
29/07/14 02:50,FALSE,0
29/07/14 03:50,FALSE,0
29/07/14 04:50,FALSE,0
29/07/14 05:50,FALSE,0
29/07/14 06:50,FALSE,0
29/07/14 07:50,FALSE,0
29/07/14 08:50,FALSE,0
29/07/14 09:50,FALSE,0
29/07/14 10:50,FALSE,0
29/07/14 11:50,FALSE,0
29/07/14 12:50,FALSE,0
29/07/14 13:50,FALSE,0
29/07/14 14:50,FALSE,0
29/07/14 15:50,FALSE,0
29/07/14 16:50,FALSE,0
29/07/14 17:50,FALSE,0
29/07/14 18:50,FALSE,0
