"Index","power","anomaly"
2014-07-01 00:00:00,561.3,0
2014-07-01 00:10:00,1403.1,0
2014-07-01 00:20:00,1789.3,0
2014-07-01 00:30:00,663.3,0
2014-07-01 00:40:00,844.8,0
2014-07-01 00:50:00,1597,0
2014-07-01 01:00:00,450.4,0
2014-07-01 01:10:00,430.8,0
2014-07-01 01:20:00,616.6,0
2014-07-01 01:30:00,1753.8,0
2014-07-01 01:40:00,1645.6,1
2014-07-01 01:50:00,1024.2,1
2014-07-01 02:00:00,423.8,0
2014-07-01 02:10:00,753.2,0
2014-07-01 02:20:00,3481.1,1
2014-07-01 02:30:00,1780,0
2014-07-01 02:40:00,1619.5,0
2014-07-01 02:50:00,1630.4,0
2014-07-01 03:00:00,1285.8,0
2014-07-01 03:10:00,642.2,0
2014-07-01 03:20:00,1670,0
2014-07-01 03:30:00,795.7,0
2014-07-01 03:40:00,325.7,0
2014-07-01 03:50:00,337.4,0
2014-07-01 04:00:00,445.6,0
2014-07-01 04:10:00,373.4,0
2014-07-01 04:20:00,277.4,0
2014-07-01 04:30:00,1384.6,1
2014-07-01 04:40:00,1167.2,1
2014-07-01 04:50:00,887.6,0
2014-07-01 05:00:00,1529,0
2014-07-01 05:10:00,1413.2,1
2014-07-01 05:20:00,1384.5,1
2014-07-01 05:30:00,1381.1,0
2014-07-01 05:40:00,1380.6,1
2014-07-01 05:50:00,1463.4,1
2014-07-01 06:00:00,1381.8,0
2014-07-01 06:10:00,251.9,0
2014-07-01 06:20:00,235.2,0
2014-07-01 06:30:00,812.3,0
2014-07-01 06:40:00,1353.7,0
2014-07-01 06:50:00,1465,0
2014-07-01 07:00:00,1008.7,0
2014-07-01 07:10:00,230.6,0
2014-07-01 07:20:00,229.8,0
2014-07-01 07:30:00,230.2,0
2014-07-01 07:40:00,600.6,0
2014-07-01 07:50:00,1469.2,0
2014-07-01 08:00:00,697.3,0
2014-07-01 08:10:00,229.8,0
2014-07-01 08:20:00,333.5,0
2014-07-01 08:30:00,1344.6,1
2014-07-01 08:40:00,470.3,0
2014-07-01 08:50:00,352.2,0
2014-07-01 09:00:00,339.6,0
2014-07-01 09:10:00,785.2,0
2014-07-01 09:20:00,1353.2,1
2014-07-01 09:30:00,401.4,0
2014-07-01 09:40:00,235.1,0
2014-07-01 09:50:00,372.7,0
2014-07-01 10:00:00,333.1,0
2014-07-01 10:10:00,870.6,0
2014-07-01 10:20:00,198.8,0
2014-07-01 10:30:00,183.6,0
2014-07-01 10:40:00,294.4,0
2014-07-01 10:50:00,288.7,0
2014-07-01 11:00:00,143.2,0
2014-07-01 11:10:00,122.8,0
2014-07-01 11:20:00,122,0
2014-07-01 11:30:00,185.4,0
2014-07-01 11:40:00,261.2,0
2014-07-01 11:50:00,163.3,0
2014-07-01 12:00:00,122.9,0
2014-07-01 12:10:00,122.3,0
2014-07-01 12:20:00,122,0
2014-07-01 12:30:00,221.6,0
2014-07-01 12:40:00,249.5,0
2014-07-01 12:50:00,160.6,0
2014-07-01 13:00:00,297.8,0
2014-07-01 13:10:00,375.4,0
2014-07-01 13:20:00,372.6,0
2014-07-01 13:30:00,462,1
2014-07-01 13:40:00,417,1
2014-07-01 13:50:00,314.6,0
2014-07-01 14:00:00,398.4,0
2014-07-01 14:10:00,359.2,0
2014-07-01 14:20:00,421.1,0
2014-07-01 14:30:00,470.1,1
2014-07-01 14:40:00,364.5,0
2014-07-01 14:50:00,750.5,1
2014-07-01 15:00:00,1040.7,1
2014-07-01 15:10:00,191.4,0
2014-07-01 15:20:00,511.6,0
2014-07-01 15:30:00,452,0
2014-07-01 15:40:00,353.1,0
2014-07-01 15:50:00,219,0
2014-07-01 16:00:00,36,0
2014-07-01 16:10:00,182.8,0
2014-07-01 16:20:00,259.9,0
2014-07-01 16:30:00,71.9,0
2014-07-01 16:40:00,37,0
2014-07-01 16:50:00,920.2,1
2014-07-01 17:00:00,518.2,0
2014-07-01 17:10:00,164.2,0
2014-07-01 17:20:00,151.4,0
2014-07-01 17:30:00,36.2,0
2014-07-01 17:40:00,36.6,0
2014-07-01 17:50:00,36,0
2014-07-01 18:00:00,78.8,0
2014-07-01 18:10:00,174.6,0
2014-07-01 18:20:00,99,0
2014-07-01 18:30:00,36,0
2014-07-01 18:40:00,36.1,0
2014-07-01 18:50:00,708.2,0
2014-07-01 19:00:00,1506,0
2014-07-01 19:10:00,1549.5,1
2014-07-01 19:20:00,1415.9,0
2014-07-01 19:30:00,994,0
2014-07-01 19:40:00,36,0
2014-07-01 19:50:00,36,0
2014-07-01 20:00:00,1238.5,0
2014-07-01 20:10:00,1281.1,0
2014-07-01 20:20:00,36,0
2014-07-01 20:30:00,778.6,0
2014-07-01 20:40:00,845.1,0
2014-07-01 20:50:00,619.1,0
2014-07-01 21:00:00,1743.9,0
2014-07-01 21:10:00,1515.2,0
2014-07-01 21:20:00,364.5,0
2014-07-01 21:30:00,1869.6,0
2014-07-01 21:40:00,1867.5,0
2014-07-01 21:50:00,1777,0
2014-07-01 22:00:00,1728.2,1
2014-07-01 22:10:00,1536.4,1
2014-07-01 22:20:00,482,0
2014-07-01 22:30:00,1735.5,0
2014-07-01 22:40:00,1758,1
2014-07-01 22:50:00,1699.5,0
2014-07-01 23:00:00,1379.8,0
2014-07-01 23:10:00,189.2,0
2014-07-01 23:20:00,1177.5,0
2014-07-01 23:30:00,1426.8,0
2014-07-01 23:40:00,885.4,0
2014-07-01 23:50:00,36,0
2014-07-02 00:00:00,934.4,0
2014-07-02 00:10:00,1480.8,0
2014-07-02 00:20:00,271,0
2014-07-02 00:30:00,1004.9,0
2014-07-02 00:40:00,1344.3,0
2014-07-02 00:50:00,1037.6,0
2014-07-02 01:00:00,110.6,0
2014-07-02 01:10:00,732.4,0
2014-07-02 01:20:00,1292.1,0
2014-07-02 01:30:00,43.8,0
2014-07-02 01:40:00,36.7,0
2014-07-02 01:50:00,36.8,0
2014-07-02 02:00:00,1044.7,0
2014-07-02 02:10:00,2555.6,1
2014-07-02 02:20:00,3658,1
2014-07-02 02:30:00,3695.3,1
2014-07-02 02:40:00,2285,0
2014-07-02 02:50:00,1799.6,0
2014-07-02 03:00:00,4838.9,1
2014-07-02 03:10:00,2855.3,1
2014-07-02 03:20:00,1837.4,0
2014-07-02 03:30:00,1735.6,0
2014-07-02 03:40:00,1568.9,0
2014-07-02 03:50:00,1561.8,1
2014-07-02 04:00:00,1360,1
2014-07-02 04:10:00,616.8,0
2014-07-02 04:20:00,1502.1,1
2014-07-02 04:30:00,693.3,0
2014-07-02 04:40:00,213.1,0
2014-07-02 04:50:00,912.7,0
2014-07-02 05:00:00,1479.2,0
2014-07-02 05:10:00,1473,0
2014-07-02 05:20:00,1449.7,0
2014-07-02 05:30:00,1327.4,0
2014-07-02 05:40:00,1324.6,0
2014-07-02 05:50:00,753.4,1
2014-07-02 06:00:00,239.7,0
2014-07-02 06:10:00,418.1,0
2014-07-02 06:20:00,1337.3,1
2014-07-02 06:30:00,744.2,0
2014-07-02 06:40:00,166.2,0
2014-07-02 06:50:00,166.1,0
2014-07-02 07:00:00,282,0
2014-07-02 07:10:00,1236.6,1
2014-07-02 07:20:00,1116.4,1
2014-07-02 07:30:00,164.5,0
2014-07-02 07:40:00,164.5,0
2014-07-02 07:50:00,172.2,0
2014-07-02 08:00:00,654.6,0
